"","x","y","xend","yend","col","lwd","lty","Cluster"
"1",2376.88628620189,1.99060596733722,943.148302674294,1.99060596733722,"black",0.7,"solid",NA
"2",943.148302674294,1.99060596733722,943.148302674294,1.90072839369348,"black",0.7,"solid",NA
"3",943.148302674294,1.90072839369348,109.213594675064,1.90072839369348,"black",0.7,"solid",NA
"4",109.213594675064,1.90072839369348,109.213594675064,1.79688125200466,"black",0.7,"solid",NA
"5",109.213594675064,1.79688125200466,26.83935546875,1.79688125200466,"black",0.7,"solid",NA
"6",26.83935546875,1.79688125200466,26.83935546875,1.56716338631765,"black",0.7,"solid",NA
"7",26.83935546875,1.56716338631765,8.03125,1.56716338631765,"#1B9E77",0.7,"solid","Complex-1"
"8",8.03125,1.56716338631765,8.03125,1.27614895527415,"#1B9E77",0.7,"solid","Complex-1"
"9",8.03125,1.27614895527415,3.625,1.27614895527415,"#1B9E77",0.7,"solid","Complex-1"
"10",3.625,1.27614895527415,3.625,0.670012342167522,"#1B9E77",0.7,"solid","Complex-1"
"11",3.625,0.670012342167522,1.75,0.670012342167522,"#1B9E77",0.7,"solid","Complex-1"
"12",1.75,0.670012342167522,1.75,0.38390381303544,"#1B9E77",0.7,"solid","Complex-1"
"13",1.75,0.38390381303544,1,0.38390381303544,"#1B9E77",0.7,"solid","Complex-1"
"14",1,0.38390381303544,1,0,"#1B9E77",0.7,"solid","Complex-1"
"15",1.75,0.38390381303544,2.5,0.38390381303544,"#1B9E77",0.7,"solid","Complex-1"
"16",2.5,0.38390381303544,2.5,0.130741886676554,"#1B9E77",0.7,"solid","Complex-1"
"17",2.5,0.130741886676554,2,0.130741886676554,"#1B9E77",0.7,"solid","Complex-1"
"18",2,0.130741886676554,2,0,"#1B9E77",0.7,"solid","Complex-1"
"19",2.5,0.130741886676554,3,0.130741886676554,"#1B9E77",0.7,"solid","Complex-1"
"20",3,0.130741886676554,3,0,"#1B9E77",0.7,"solid","Complex-1"
"21",3.625,0.670012342167522,5.5,0.670012342167522,"#1B9E77",0.7,"solid","Complex-1"
"22",5.5,0.670012342167522,5.5,0.507331210333062,"#1B9E77",0.7,"solid","Complex-1"
"23",5.5,0.507331210333062,4.5,0.507331210333062,"#1B9E77",0.7,"solid","Complex-1"
"24",4.5,0.507331210333062,4.5,0.231941621084457,"#1B9E77",0.7,"solid","Complex-1"
"25",4.5,0.231941621084457,4,0.231941621084457,"#1B9E77",0.7,"solid","Complex-1"
"26",4,0.231941621084457,4,0,"#1B9E77",0.7,"solid","Complex-1"
"27",4.5,0.231941621084457,5,0.231941621084457,"#1B9E77",0.7,"solid","Complex-1"
"28",5,0.231941621084457,5,0,"#1B9E77",0.7,"solid","Complex-1"
"29",5.5,0.507331210333062,6.5,0.507331210333062,"#1B9E77",0.7,"solid","Complex-1"
"30",6.5,0.507331210333062,6.5,0.337838313648241,"#1B9E77",0.7,"solid","Complex-1"
"31",6.5,0.337838313648241,6,0.337838313648241,"#1B9E77",0.7,"solid","Complex-1"
"32",6,0.337838313648241,6,0,"#1B9E77",0.7,"solid","Complex-1"
"33",6.5,0.337838313648241,7,0.337838313648241,"#1B9E77",0.7,"solid","Complex-1"
"34",7,0.337838313648241,7,0,"#1B9E77",0.7,"solid","Complex-1"
"35",8.03125,1.27614895527415,12.4375,1.27614895527415,"#1B9E77",0.7,"solid","Complex-1"
"36",12.4375,1.27614895527415,12.4375,0.915162749483515,"#1B9E77",0.7,"solid","Complex-1"
"37",12.4375,0.915162749483515,9.25,0.915162749483515,"#1B9E77",0.7,"solid","Complex-1"
"38",9.25,0.915162749483515,9.25,0.395360367968269,"#1B9E77",0.7,"solid","Complex-1"
"39",9.25,0.395360367968269,8,0.395360367968269,"#1B9E77",0.7,"solid","Complex-1"
"40",8,0.395360367968269,8,0,"#1B9E77",0.7,"solid","Complex-1"
"41",9.25,0.395360367968269,10.5,0.395360367968269,"#1B9E77",0.7,"solid","Complex-1"
"42",10.5,0.395360367968269,10.5,0.372043311086279,"#1B9E77",0.7,"solid","Complex-1"
"43",10.5,0.372043311086279,9.5,0.372043311086279,"#1B9E77",0.7,"solid","Complex-1"
"44",9.5,0.372043311086279,9.5,0.157115531180483,"#1B9E77",0.7,"solid","Complex-1"
"45",9.5,0.157115531180483,9,0.157115531180483,"#1B9E77",0.7,"solid","Complex-1"
"46",9,0.157115531180483,9,0,"#1B9E77",0.7,"solid","Complex-1"
"47",9.5,0.157115531180483,10,0.157115531180483,"#1B9E77",0.7,"solid","Complex-1"
"48",10,0.157115531180483,10,0,"#1B9E77",0.7,"solid","Complex-1"
"49",10.5,0.372043311086279,11.5,0.372043311086279,"#1B9E77",0.7,"solid","Complex-1"
"50",11.5,0.372043311086279,11.5,0.244741257956305,"#1B9E77",0.7,"solid","Complex-1"
"51",11.5,0.244741257956305,11,0.244741257956305,"#1B9E77",0.7,"solid","Complex-1"
"52",11,0.244741257956305,11,0,"#1B9E77",0.7,"solid","Complex-1"
"53",11.5,0.244741257956305,12,0.244741257956305,"#1B9E77",0.7,"solid","Complex-1"
"54",12,0.244741257956305,12,0,"#1B9E77",0.7,"solid","Complex-1"
"55",12.4375,0.915162749483515,15.625,0.915162749483515,"#1B9E77",0.7,"solid","Complex-1"
"56",15.625,0.915162749483515,15.625,0.77718852764418,"#1B9E77",0.7,"solid","Complex-1"
"57",15.625,0.77718852764418,13.75,0.77718852764418,"#1B9E77",0.7,"solid","Complex-1"
"58",13.75,0.77718852764418,13.75,0.300021428878353,"#1B9E77",0.7,"solid","Complex-1"
"59",13.75,0.300021428878353,13,0.300021428878353,"#1B9E77",0.7,"solid","Complex-1"
"60",13,0.300021428878353,13,0,"#1B9E77",0.7,"solid","Complex-1"
"61",13.75,0.300021428878353,14.5,0.300021428878353,"#1B9E77",0.7,"solid","Complex-1"
"62",14.5,0.300021428878353,14.5,0.136494478486851,"#1B9E77",0.7,"solid","Complex-1"
"63",14.5,0.136494478486851,14,0.136494478486851,"#1B9E77",0.7,"solid","Complex-1"
"64",14,0.136494478486851,14,0,"#1B9E77",0.7,"solid","Complex-1"
"65",14.5,0.136494478486851,15,0.136494478486851,"#1B9E77",0.7,"solid","Complex-1"
"66",15,0.136494478486851,15,0,"#1B9E77",0.7,"solid","Complex-1"
"67",15.625,0.77718852764418,17.5,0.77718852764418,"#1B9E77",0.7,"solid","Complex-1"
"68",17.5,0.77718852764418,17.5,0.5346498875011,"#1B9E77",0.7,"solid","Complex-1"
"69",17.5,0.5346498875011,16.5,0.5346498875011,"#1B9E77",0.7,"solid","Complex-1"
"70",16.5,0.5346498875011,16.5,0.222993329501043,"#1B9E77",0.7,"solid","Complex-1"
"71",16.5,0.222993329501043,16,0.222993329501043,"#1B9E77",0.7,"solid","Complex-1"
"72",16,0.222993329501043,16,0,"#1B9E77",0.7,"solid","Complex-1"
"73",16.5,0.222993329501043,17,0.222993329501043,"#1B9E77",0.7,"solid","Complex-1"
"74",17,0.222993329501043,17,0,"#1B9E77",0.7,"solid","Complex-1"
"75",17.5,0.5346498875011,18.5,0.5346498875011,"#1B9E77",0.7,"solid","Complex-1"
"76",18.5,0.5346498875011,18.5,0.287215975455778,"#1B9E77",0.7,"solid","Complex-1"
"77",18.5,0.287215975455778,18,0.287215975455778,"#1B9E77",0.7,"solid","Complex-1"
"78",18,0.287215975455778,18,0,"#1B9E77",0.7,"solid","Complex-1"
"79",18.5,0.287215975455778,19,0.287215975455778,"#1B9E77",0.7,"solid","Complex-1"
"80",19,0.287215975455778,19,0,"#1B9E77",0.7,"solid","Complex-1"
"81",26.83935546875,1.56716338631765,45.6474609375,1.56716338631765,"black",0.7,"solid",NA
"82",45.6474609375,1.56716338631765,45.6474609375,1.52821753882191,"black",0.7,"solid",NA
"83",45.6474609375,1.52821753882191,26.373046875,1.52821753882191,"#D95F02",0.7,"solid","Complex-2"
"84",26.373046875,1.52821753882191,26.373046875,0.994613908281578,"#D95F02",0.7,"solid","Complex-2"
"85",26.373046875,0.994613908281578,20.984375,0.994613908281578,"#D95F02",0.7,"solid","Complex-2"
"86",20.984375,0.994613908281578,20.984375,0.461112143626878,"#D95F02",0.7,"solid","Complex-2"
"87",20.984375,0.461112143626878,20,0.461112143626878,"#D95F02",0.7,"solid","Complex-2"
"88",20,0.461112143626878,20,0,"#D95F02",0.7,"solid","Complex-2"
"89",20.984375,0.461112143626878,21.96875,0.461112143626878,"#D95F02",0.7,"solid","Complex-2"
"90",21.96875,0.461112143626878,21.96875,0.295090076478462,"#D95F02",0.7,"solid","Complex-2"
"91",21.96875,0.295090076478462,21,0.295090076478462,"#D95F02",0.7,"solid","Complex-2"
"92",21,0.295090076478462,21,0,"#D95F02",0.7,"solid","Complex-2"
"93",21.96875,0.295090076478462,22.9375,0.295090076478462,"#D95F02",0.7,"solid","Complex-2"
"94",22.9375,0.295090076478462,22.9375,0.24243612805298,"#D95F02",0.7,"solid","Complex-2"
"95",22.9375,0.24243612805298,22,0.24243612805298,"#D95F02",0.7,"solid","Complex-2"
"96",22,0.24243612805298,22,0,"#D95F02",0.7,"solid","Complex-2"
"97",22.9375,0.24243612805298,23.875,0.24243612805298,"#D95F02",0.7,"solid","Complex-2"
"98",23.875,0.24243612805298,23.875,0.198166972275579,"#D95F02",0.7,"solid","Complex-2"
"99",23.875,0.198166972275579,23,0.198166972275579,"#D95F02",0.7,"solid","Complex-2"
"100",23,0.198166972275579,23,0,"#D95F02",0.7,"solid","Complex-2"
"101",23.875,0.198166972275579,24.75,0.198166972275579,"#D95F02",0.7,"solid","Complex-2"
"102",24.75,0.198166972275579,24.75,0.10505922488133,"#D95F02",0.7,"solid","Complex-2"
"103",24.75,0.10505922488133,24,0.10505922488133,"#D95F02",0.7,"solid","Complex-2"
"104",24,0.10505922488133,24,0,"#D95F02",0.7,"solid","Complex-2"
"105",24.75,0.10505922488133,25.5,0.10505922488133,"#D95F02",0.7,"solid","Complex-2"
"106",25.5,0.10505922488133,25.5,0.0429887083712109,"#D95F02",0.7,"solid","Complex-2"
"107",25.5,0.0429887083712109,25,0.0429887083712109,"#D95F02",0.7,"solid","Complex-2"
"108",25,0.0429887083712109,25,0,"#D95F02",0.7,"solid","Complex-2"
"109",25.5,0.0429887083712109,26,0.0429887083712109,"#D95F02",0.7,"solid","Complex-2"
"110",26,0.0429887083712109,26,0,"#D95F02",0.7,"solid","Complex-2"
"111",26.373046875,0.994613908281578,31.76171875,0.994613908281578,"#D95F02",0.7,"solid","Complex-2"
"112",31.76171875,0.994613908281578,31.76171875,0.796358129300452,"#D95F02",0.7,"solid","Complex-2"
"113",31.76171875,0.796358129300452,27.75,0.796358129300452,"#D95F02",0.7,"solid","Complex-2"
"114",27.75,0.796358129300452,27.75,0.423204998344826,"#D95F02",0.7,"solid","Complex-2"
"115",27.75,0.423204998344826,27,0.423204998344826,"#D95F02",0.7,"solid","Complex-2"
"116",27,0.423204998344826,27,0,"#D95F02",0.7,"solid","Complex-2"
"117",27.75,0.423204998344826,28.5,0.423204998344826,"#D95F02",0.7,"solid","Complex-2"
"118",28.5,0.423204998344826,28.5,0.236609430181337,"#D95F02",0.7,"solid","Complex-2"
"119",28.5,0.236609430181337,28,0.236609430181337,"#D95F02",0.7,"solid","Complex-2"
"120",28,0.236609430181337,28,0,"#D95F02",0.7,"solid","Complex-2"
"121",28.5,0.236609430181337,29,0.236609430181337,"#D95F02",0.7,"solid","Complex-2"
"122",29,0.236609430181337,29,0,"#D95F02",0.7,"solid","Complex-2"
"123",31.76171875,0.796358129300452,35.7734375,0.796358129300452,"#D95F02",0.7,"solid","Complex-2"
"124",35.7734375,0.796358129300452,35.7734375,0.486094178643514,"#D95F02",0.7,"solid","Complex-2"
"125",35.7734375,0.486094178643514,32.25,0.486094178643514,"#D95F02",0.7,"solid","Complex-2"
"126",32.25,0.486094178643514,32.25,0.325297776555266,"#D95F02",0.7,"solid","Complex-2"
"127",32.25,0.325297776555266,30.75,0.325297776555266,"#D95F02",0.7,"solid","Complex-2"
"128",30.75,0.325297776555266,30.75,0.128887474665022,"#D95F02",0.7,"solid","Complex-2"
"129",30.75,0.128887474665022,30,0.128887474665022,"#D95F02",0.7,"solid","Complex-2"
"130",30,0.128887474665022,30,0,"#D95F02",0.7,"solid","Complex-2"
"131",30.75,0.128887474665022,31.5,0.128887474665022,"#D95F02",0.7,"solid","Complex-2"
"132",31.5,0.128887474665022,31.5,0.0749095062696683,"#D95F02",0.7,"solid","Complex-2"
"133",31.5,0.0749095062696683,31,0.0749095062696683,"#D95F02",0.7,"solid","Complex-2"
"134",31,0.0749095062696683,31,0,"#D95F02",0.7,"solid","Complex-2"
"135",31.5,0.0749095062696683,32,0.0749095062696683,"#D95F02",0.7,"solid","Complex-2"
"136",32,0.0749095062696683,32,0,"#D95F02",0.7,"solid","Complex-2"
"137",32.25,0.325297776555266,33.75,0.325297776555266,"#D95F02",0.7,"solid","Complex-2"
"138",33.75,0.325297776555266,33.75,0.153658381860074,"#D95F02",0.7,"solid","Complex-2"
"139",33.75,0.153658381860074,33,0.153658381860074,"#D95F02",0.7,"solid","Complex-2"
"140",33,0.153658381860074,33,0,"#D95F02",0.7,"solid","Complex-2"
"141",33.75,0.153658381860074,34.5,0.153658381860074,"#D95F02",0.7,"solid","Complex-2"
"142",34.5,0.153658381860074,34.5,0.132547850309959,"#D95F02",0.7,"solid","Complex-2"
"143",34.5,0.132547850309959,34,0.132547850309959,"#D95F02",0.7,"solid","Complex-2"
"144",34,0.132547850309959,34,0,"#D95F02",0.7,"solid","Complex-2"
"145",34.5,0.132547850309959,35,0.132547850309959,"#D95F02",0.7,"solid","Complex-2"
"146",35,0.132547850309959,35,0,"#D95F02",0.7,"solid","Complex-2"
"147",35.7734375,0.486094178643514,39.296875,0.486094178643514,"#D95F02",0.7,"solid","Complex-2"
"148",39.296875,0.486094178643514,39.296875,0.448304423912216,"#D95F02",0.7,"solid","Complex-2"
"149",39.296875,0.448304423912216,36.875,0.448304423912216,"#D95F02",0.7,"solid","Complex-2"
"150",36.875,0.448304423912216,36.875,0.223026870224022,"#D95F02",0.7,"solid","Complex-2"
"151",36.875,0.223026870224022,36,0.223026870224022,"#D95F02",0.7,"solid","Complex-2"
"152",36,0.223026870224022,36,0,"#D95F02",0.7,"solid","Complex-2"
"153",36.875,0.223026870224022,37.75,0.223026870224022,"#D95F02",0.7,"solid","Complex-2"
"154",37.75,0.223026870224022,37.75,0.0976132004825969,"#D95F02",0.7,"solid","Complex-2"
"155",37.75,0.0976132004825969,37,0.0976132004825969,"#D95F02",0.7,"solid","Complex-2"
"156",37,0.0976132004825969,37,0,"#D95F02",0.7,"solid","Complex-2"
"157",37.75,0.0976132004825969,38.5,0.0976132004825969,"#D95F02",0.7,"solid","Complex-2"
"158",38.5,0.0976132004825969,38.5,0.0546321573158975,"#D95F02",0.7,"solid","Complex-2"
"159",38.5,0.0546321573158975,38,0.0546321573158975,"#D95F02",0.7,"solid","Complex-2"
"160",38,0.0546321573158975,38,0,"#D95F02",0.7,"solid","Complex-2"
"161",38.5,0.0546321573158975,39,0.0546321573158975,"#D95F02",0.7,"solid","Complex-2"
"162",39,0.0546321573158975,39,0,"#D95F02",0.7,"solid","Complex-2"
"163",39.296875,0.448304423912216,41.71875,0.448304423912216,"#D95F02",0.7,"solid","Complex-2"
"164",41.71875,0.448304423912216,41.71875,0.321668649908351,"#D95F02",0.7,"solid","Complex-2"
"165",41.71875,0.321668649908351,40.5,0.321668649908351,"#D95F02",0.7,"solid","Complex-2"
"166",40.5,0.321668649908351,40.5,0.127370274963435,"#D95F02",0.7,"solid","Complex-2"
"167",40.5,0.127370274963435,40,0.127370274963435,"#D95F02",0.7,"solid","Complex-2"
"168",40,0.127370274963435,40,0,"#D95F02",0.7,"solid","Complex-2"
"169",40.5,0.127370274963435,41,0.127370274963435,"#D95F02",0.7,"solid","Complex-2"
"170",41,0.127370274963435,41,0,"#D95F02",0.7,"solid","Complex-2"
"171",41.71875,0.321668649908351,42.9375,0.321668649908351,"#D95F02",0.7,"solid","Complex-2"
"172",42.9375,0.321668649908351,42.9375,0.186503200140851,"#D95F02",0.7,"solid","Complex-2"
"173",42.9375,0.186503200140851,42,0.186503200140851,"#D95F02",0.7,"solid","Complex-2"
"174",42,0.186503200140851,42,0,"#D95F02",0.7,"solid","Complex-2"
"175",42.9375,0.186503200140851,43.875,0.186503200140851,"#D95F02",0.7,"solid","Complex-2"
"176",43.875,0.186503200140851,43.875,0.141954856346122,"#D95F02",0.7,"solid","Complex-2"
"177",43.875,0.141954856346122,43,0.141954856346122,"#D95F02",0.7,"solid","Complex-2"
"178",43,0.141954856346122,43,0,"#D95F02",0.7,"solid","Complex-2"
"179",43.875,0.141954856346122,44.75,0.141954856346122,"#D95F02",0.7,"solid","Complex-2"
"180",44.75,0.141954856346122,44.75,0.0955286626120602,"#D95F02",0.7,"solid","Complex-2"
"181",44.75,0.0955286626120602,44,0.0955286626120602,"#D95F02",0.7,"solid","Complex-2"
"182",44,0.0955286626120602,44,0,"#D95F02",0.7,"solid","Complex-2"
"183",44.75,0.0955286626120602,45.5,0.0955286626120602,"#D95F02",0.7,"solid","Complex-2"
"184",45.5,0.0955286626120602,45.5,0.0643714691710515,"#D95F02",0.7,"solid","Complex-2"
"185",45.5,0.0643714691710515,45,0.0643714691710515,"#D95F02",0.7,"solid","Complex-2"
"186",45,0.0643714691710515,45,0,"#D95F02",0.7,"solid","Complex-2"
"187",45.5,0.0643714691710515,46,0.0643714691710515,"#D95F02",0.7,"solid","Complex-2"
"188",46,0.0643714691710515,46,0,"#D95F02",0.7,"solid","Complex-2"
"189",45.6474609375,1.52821753882191,64.921875,1.52821753882191,"black",0.7,"solid",NA
"190",64.921875,1.52821753882191,64.921875,1.36739736623296,"black",0.7,"solid",NA
"191",64.921875,1.36739736623296,56.09375,1.36739736623296,"#7570B3",0.7,"solid","Complex-3"
"192",56.09375,1.36739736623296,56.09375,0.788646588852466,"#7570B3",0.7,"solid","Complex-3"
"193",56.09375,0.788646588852466,51.0625,0.788646588852466,"#7570B3",0.7,"solid","Complex-3"
"194",51.0625,0.788646588852466,51.0625,0.583631874130255,"#7570B3",0.7,"solid","Complex-3"
"195",51.0625,0.583631874130255,48.625,0.583631874130255,"#7570B3",0.7,"solid","Complex-3"
"196",48.625,0.583631874130255,48.625,0.356678167623211,"#7570B3",0.7,"solid","Complex-3"
"197",48.625,0.356678167623211,47.5,0.356678167623211,"#7570B3",0.7,"solid","Complex-3"
"198",47.5,0.356678167623211,47.5,0.134537529851444,"#7570B3",0.7,"solid","Complex-3"
"199",47.5,0.134537529851444,47,0.134537529851444,"#7570B3",0.7,"solid","Complex-3"
"200",47,0.134537529851444,47,0,"#7570B3",0.7,"solid","Complex-3"
"201",47.5,0.134537529851444,48,0.134537529851444,"#7570B3",0.7,"solid","Complex-3"
"202",48,0.134537529851444,48,0,"#7570B3",0.7,"solid","Complex-3"
"203",48.625,0.356678167623211,49.75,0.356678167623211,"#7570B3",0.7,"solid","Complex-3"
"204",49.75,0.356678167623211,49.75,0.244149387175059,"#7570B3",0.7,"solid","Complex-3"
"205",49.75,0.244149387175059,49,0.244149387175059,"#7570B3",0.7,"solid","Complex-3"
"206",49,0.244149387175059,49,0,"#7570B3",0.7,"solid","Complex-3"
"207",49.75,0.244149387175059,50.5,0.244149387175059,"#7570B3",0.7,"solid","Complex-3"
"208",50.5,0.244149387175059,50.5,0.130727840362655,"#7570B3",0.7,"solid","Complex-3"
"209",50.5,0.130727840362655,50,0.130727840362655,"#7570B3",0.7,"solid","Complex-3"
"210",50,0.130727840362655,50,0,"#7570B3",0.7,"solid","Complex-3"
"211",50.5,0.130727840362655,51,0.130727840362655,"#7570B3",0.7,"solid","Complex-3"
"212",51,0.130727840362655,51,0,"#7570B3",0.7,"solid","Complex-3"
"213",51.0625,0.583631874130255,53.5,0.583631874130255,"#7570B3",0.7,"solid","Complex-3"
"214",53.5,0.583631874130255,53.5,0.382362849371582,"#7570B3",0.7,"solid","Complex-3"
"215",53.5,0.382362849371582,52.5,0.382362849371582,"#7570B3",0.7,"solid","Complex-3"
"216",52.5,0.382362849371582,52.5,0.160386398107365,"#7570B3",0.7,"solid","Complex-3"
"217",52.5,0.160386398107365,52,0.160386398107365,"#7570B3",0.7,"solid","Complex-3"
"218",52,0.160386398107365,52,0,"#7570B3",0.7,"solid","Complex-3"
"219",52.5,0.160386398107365,53,0.160386398107365,"#7570B3",0.7,"solid","Complex-3"
"220",53,0.160386398107365,53,0,"#7570B3",0.7,"solid","Complex-3"
"221",53.5,0.382362849371582,54.5,0.382362849371582,"#7570B3",0.7,"solid","Complex-3"
"222",54.5,0.382362849371582,54.5,0.208357496910763,"#7570B3",0.7,"solid","Complex-3"
"223",54.5,0.208357496910763,54,0.208357496910763,"#7570B3",0.7,"solid","Complex-3"
"224",54,0.208357496910763,54,0,"#7570B3",0.7,"solid","Complex-3"
"225",54.5,0.208357496910763,55,0.208357496910763,"#7570B3",0.7,"solid","Complex-3"
"226",55,0.208357496910763,55,0,"#7570B3",0.7,"solid","Complex-3"
"227",56.09375,0.788646588852466,61.125,0.788646588852466,"#7570B3",0.7,"solid","Complex-3"
"228",61.125,0.788646588852466,61.125,0.665132528506508,"#7570B3",0.7,"solid","Complex-3"
"229",61.125,0.665132528506508,58.25,0.665132528506508,"#7570B3",0.7,"solid","Complex-3"
"230",58.25,0.665132528506508,58.25,0.452423792149154,"#7570B3",0.7,"solid","Complex-3"
"231",58.25,0.452423792149154,56.75,0.452423792149154,"#7570B3",0.7,"solid","Complex-3"
"232",56.75,0.452423792149154,56.75,0.204263970610426,"#7570B3",0.7,"solid","Complex-3"
"233",56.75,0.204263970610426,56,0.204263970610426,"#7570B3",0.7,"solid","Complex-3"
"234",56,0.204263970610426,56,0,"#7570B3",0.7,"solid","Complex-3"
"235",56.75,0.204263970610426,57.5,0.204263970610426,"#7570B3",0.7,"solid","Complex-3"
"236",57.5,0.204263970610426,57.5,0.147321591263086,"#7570B3",0.7,"solid","Complex-3"
"237",57.5,0.147321591263086,57,0.147321591263086,"#7570B3",0.7,"solid","Complex-3"
"238",57,0.147321591263086,57,0,"#7570B3",0.7,"solid","Complex-3"
"239",57.5,0.147321591263086,58,0.147321591263086,"#7570B3",0.7,"solid","Complex-3"
"240",58,0.147321591263086,58,0,"#7570B3",0.7,"solid","Complex-3"
"241",58.25,0.452423792149154,59.75,0.452423792149154,"#7570B3",0.7,"solid","Complex-3"
"242",59.75,0.452423792149154,59.75,0.280441940368998,"#7570B3",0.7,"solid","Complex-3"
"243",59.75,0.280441940368998,59,0.280441940368998,"#7570B3",0.7,"solid","Complex-3"
"244",59,0.280441940368998,59,0,"#7570B3",0.7,"solid","Complex-3"
"245",59.75,0.280441940368998,60.5,0.280441940368998,"#7570B3",0.7,"solid","Complex-3"
"246",60.5,0.280441940368998,60.5,0.132666346919052,"#7570B3",0.7,"solid","Complex-3"
"247",60.5,0.132666346919052,60,0.132666346919052,"#7570B3",0.7,"solid","Complex-3"
"248",60,0.132666346919052,60,0,"#7570B3",0.7,"solid","Complex-3"
"249",60.5,0.132666346919052,61,0.132666346919052,"#7570B3",0.7,"solid","Complex-3"
"250",61,0.132666346919052,61,0,"#7570B3",0.7,"solid","Complex-3"
"251",61.125,0.665132528506508,64,0.665132528506508,"#7570B3",0.7,"solid","Complex-3"
"252",64,0.665132528506508,64,0.498077202720091,"#7570B3",0.7,"solid","Complex-3"
"253",64,0.498077202720091,62.5,0.498077202720091,"#7570B3",0.7,"solid","Complex-3"
"254",62.5,0.498077202720091,62.5,0.0803772013708207,"#7570B3",0.7,"solid","Complex-3"
"255",62.5,0.0803772013708207,62,0.0803772013708207,"#7570B3",0.7,"solid","Complex-3"
"256",62,0.0803772013708207,62,0,"#7570B3",0.7,"solid","Complex-3"
"257",62.5,0.0803772013708207,63,0.0803772013708207,"#7570B3",0.7,"solid","Complex-3"
"258",63,0.0803772013708207,63,0,"#7570B3",0.7,"solid","Complex-3"
"259",64,0.498077202720091,65.5,0.498077202720091,"#7570B3",0.7,"solid","Complex-3"
"260",65.5,0.498077202720091,65.5,0.244825304548789,"#7570B3",0.7,"solid","Complex-3"
"261",65.5,0.244825304548789,64.5,0.244825304548789,"#7570B3",0.7,"solid","Complex-3"
"262",64.5,0.244825304548789,64.5,0.111644137719067,"#7570B3",0.7,"solid","Complex-3"
"263",64.5,0.111644137719067,64,0.111644137719067,"#7570B3",0.7,"solid","Complex-3"
"264",64,0.111644137719067,64,0,"#7570B3",0.7,"solid","Complex-3"
"265",64.5,0.111644137719067,65,0.111644137719067,"#7570B3",0.7,"solid","Complex-3"
"266",65,0.111644137719067,65,0,"#7570B3",0.7,"solid","Complex-3"
"267",65.5,0.244825304548789,66.5,0.244825304548789,"#7570B3",0.7,"solid","Complex-3"
"268",66.5,0.244825304548789,66.5,0.195940974575873,"#7570B3",0.7,"solid","Complex-3"
"269",66.5,0.195940974575873,66,0.195940974575873,"#7570B3",0.7,"solid","Complex-3"
"270",66,0.195940974575873,66,0,"#7570B3",0.7,"solid","Complex-3"
"271",66.5,0.195940974575873,67,0.195940974575873,"#7570B3",0.7,"solid","Complex-3"
"272",67,0.195940974575873,67,0,"#7570B3",0.7,"solid","Complex-3"
"273",64.921875,1.36739736623296,73.75,1.36739736623296,"#E7298A",0.7,"solid","Complex-4"
"274",73.75,1.36739736623296,73.75,1.13340907608317,"#E7298A",0.7,"solid","Complex-4"
"275",73.75,1.13340907608317,70.25,1.13340907608317,"#E7298A",0.7,"solid","Complex-4"
"276",70.25,1.13340907608317,70.25,0.84695164653932,"#E7298A",0.7,"solid","Complex-4"
"277",70.25,0.84695164653932,68.75,0.84695164653932,"#E7298A",0.7,"solid","Complex-4"
"278",68.75,0.84695164653932,68.75,0.410668838182247,"#E7298A",0.7,"solid","Complex-4"
"279",68.75,0.410668838182247,68,0.410668838182247,"#E7298A",0.7,"solid","Complex-4"
"280",68,0.410668838182247,68,0,"#E7298A",0.7,"solid","Complex-4"
"281",68.75,0.410668838182247,69.5,0.410668838182247,"#E7298A",0.7,"solid","Complex-4"
"282",69.5,0.410668838182247,69.5,0.28592495166697,"#E7298A",0.7,"solid","Complex-4"
"283",69.5,0.28592495166697,69,0.28592495166697,"#E7298A",0.7,"solid","Complex-4"
"284",69,0.28592495166697,69,0,"#E7298A",0.7,"solid","Complex-4"
"285",69.5,0.28592495166697,70,0.28592495166697,"#E7298A",0.7,"solid","Complex-4"
"286",70,0.28592495166697,70,0,"#E7298A",0.7,"solid","Complex-4"
"287",70.25,0.84695164653932,71.75,0.84695164653932,"#E7298A",0.7,"solid","Complex-4"
"288",71.75,0.84695164653932,71.75,0.471252977600431,"#E7298A",0.7,"solid","Complex-4"
"289",71.75,0.471252977600431,71,0.471252977600431,"#E7298A",0.7,"solid","Complex-4"
"290",71,0.471252977600431,71,0,"#E7298A",0.7,"solid","Complex-4"
"291",71.75,0.471252977600431,72.5,0.471252977600431,"#E7298A",0.7,"solid","Complex-4"
"292",72.5,0.471252977600431,72.5,0.207621233243368,"#E7298A",0.7,"solid","Complex-4"
"293",72.5,0.207621233243368,72,0.207621233243368,"#E7298A",0.7,"solid","Complex-4"
"294",72,0.207621233243368,72,0,"#E7298A",0.7,"solid","Complex-4"
"295",72.5,0.207621233243368,73,0.207621233243368,"#E7298A",0.7,"solid","Complex-4"
"296",73,0.207621233243368,73,0,"#E7298A",0.7,"solid","Complex-4"
"297",73.75,1.13340907608317,77.25,1.13340907608317,"#E7298A",0.7,"solid","Complex-4"
"298",77.25,1.13340907608317,77.25,0.892646743398726,"#E7298A",0.7,"solid","Complex-4"
"299",77.25,0.892646743398726,74.875,0.892646743398726,"#E7298A",0.7,"solid","Complex-4"
